"","carat","cut","color","clarity","depth_percent","table","price","length","width","depth"
"102",1.02,"Ideal","G","I1",61.5,56,3382,6.49,6.46,3.98
"103",1.01,"Ideal","E","I1",62,57,3388,6.37,6.41,3.96
"104",1.01,"Premium","E","I1",59.8,58,3394,6.57,6.53,3.92
"105",1,"Premium","F","I1",62.4,59,3405,6.38,6.34,3.97
"106",1.07,"Ideal","H","I1",62.1,55,3412,6.55,6.59,4.08
"107",1.07,"Good","F","I1",64.3,59,3415,6.42,6.37,4.11
"108",1.21,"Good","G","I1",64,59,3415,6.78,6.73,4.32
"109",1.01,"Ideal","F","I1",62.2,54,3439,6.44,6.42,4
"110",1.03,"Ideal","F","I1",61.1,55,3444,6.51,6.54,3.99
"111",1.03,"Premium","F","I1",62.3,59,3444,6.42,6.46,4.01
"112",1.01,"Ideal","E","I1",62,57,3450,6.41,6.37,3.96
"113",1.02,"Very Good","E","I1",60.4,62,3455,6.47,6.52,3.92
"114",1.5,"Premium","H","I1",60.1,57,3457,7.4,7.28,4.42
"115",1.02,"Ideal","G","I1",61.2,56,3459,6.47,6.5,3.97
"116",1.13,"Premium","H","I1",62.7,59,3480,6.58,6.63,4.14
"117",1.01,"Good","E","I1",61.5,65,3484,6.28,6.21,3.84
"118",1.51,"Good","G","I1",64,59,3497,7.29,7.17,4.63
"119",1.52,"Fair","H","I1",64.9,58,3504,7.18,7.13,4.65
"120",1.2,"Ideal","I","I1",61.9,56,3505,6.82,6.85,4.23
"121",1.03,"Ideal","F","I1",61.1,55,3507,6.54,6.51,3.99
"122",1.19,"Very Good","E","I1",60.2,61,3508,6.87,6.91,4.15
"123",1.15,"Very Good","G","I1",61.2,58,3510,6.74,6.8,4.14
"124",1.02,"Premium","E","I1",60.4,62,3519,6.52,6.47,3.92
"125",1,"Ideal","E","I1",61.8,56,3520,6.38,6.43,3.96
"126",1.24,"Premium","E","I1",61.1,62,3528,6.91,6.86,4.21
"127",1.52,"Premium","I","I1",61.2,58,3541,7.43,7.35,4.52
"128",1.13,"Ideal","F","I1",62.2,55,3542,6.63,6.68,4.14
"129",1.06,"Ideal","F","I1",62.1,55,3544,6.54,6.57,4.07
"130",1.06,"Ideal","F","I1",61.8,55,3544,6.55,6.58,4.06
"131",1.13,"Premium","H","I1",62.7,59,3544,6.63,6.58,4.14
"132",1.07,"Premium","G","I1",62.3,60,3547,6.55,6.51,4.07
"133",1.09,"Ideal","G","I1",61,56,3549,6.62,6.66,4.05
"134",1.2,"Ideal","I","I1",61.9,56,3570,6.85,6.82,4.23
"135",1.19,"Premium","E","I1",60.2,61,3572,6.91,6.87,4.15
"136",1.15,"Premium","G","I1",61.2,58,3574,6.8,6.74,4.14
"137",1,"Premium","E","I1",60.9,61,3584,6.41,6.37,3.89
"138",1,"Ideal","E","I1",61.8,56,3584,6.43,6.38,3.96
"139",1.11,"Premium","D","I1",61.9,58,3589,6.63,6.66,4.11
"140",1.02,"Ideal","F","I1",61,56,3599,6.53,6.51,3.98
"141",1.5,"Premium","H","I1",61.1,59,3599,7.37,7.26,4.47
"142",1.13,"Ideal","H","I1",61.1,56,3603,6.71,6.77,4.12
"143",1.15,"Ideal","H","I1",62,55,3606,6.76,6.69,4.17
"144",1.13,"Premium","F","I1",62.3,56,3607,6.69,6.61,4.14
"145",1.13,"Ideal","F","I1",62.2,55,3607,6.68,6.63,4.14
"146",1.06,"Ideal","F","I1",62.1,55,3609,6.57,6.54,4.07
"147",1.09,"Ideal","G","I1",61,56,3614,6.66,6.62,4.05
"148",1.1,"Ideal","F","I1",61.3,56.9,3623,6.62,6.68,4.08
"149",1.03,"Ideal","F","I1",61,56,3634,6.58,6.52,3.99
"150",1.16,"Premium","D","I1",61.8,59,3644,6.74,6.78,4.18
"151",1.11,"Premium","D","I1",61.9,58,3655,6.66,6.63,4.11
"152",1.22,"Very Good","H","I1",61.6,56,3663,6.8,6.87,4.21
"153",1.19,"Ideal","H","I1",61.5,57,3665,6.79,6.83,4.19
"154",1.27,"Very Good","I","I1",60.2,62,3665,7,7.05,4.23
"155",1.17,"Premium","H","I1",62.8,58,3669,6.71,6.69,4.21
"156",1.13,"Ideal","H","I1",61.1,56,3669,6.77,6.71,4.12
"157",1.13,"Ideal","H","I1",62.2,55,3678,6.65,6.69,4.15
"158",1.1,"Ideal","F","I1",61.8,56,3678,6.61,6.65,4.1
"159",1.1,"Very Good","F","I1",59.8,61,3678,6.65,6.7,3.99
"160",1.21,"Ideal","I","I1",61.3,57,3686,6.94,6.89,4.24
"161",1.1,"Ideal","F","I1",61.3,57,3690,6.68,6.62,4.08
"162",1.23,"Fair","E","I1",67.4,56,3692,6.76,6.56,4.49
"163",1.2,"Very Good","H","I1",58.6,57,3696,6.96,7.01,4.09
"164",1.5,"Good","I","I1",63.7,61,3696,7.22,7.1,4.57
"165",1.16,"Premium","D","I1",61.8,59,3711,6.78,6.74,4.18
"166",1.04,"Ideal","F","I1",61.6,57,3718,6.51,6.46,4
"167",1.25,"Premium","F","I1",58,59,3724,7.12,7.05,4.11
"168",1.21,"Good","E","I1",63.3,63,3726,6.67,6.72,4.24
"169",1.13,"Ideal","E","I1",62,55,3729,6.66,6.7,4.14
"170",1.19,"Ideal","H","I1",61.5,57,3732,6.83,6.79,4.19
"171",1.27,"Premium","I","I1",60.2,62,3732,7.05,7,4.23
"172",1.51,"Fair","F","I1",67.8,59,3734,7.09,7,4.78
"173",1.51,"Fair","F","I1",67.5,56,3734,7.17,7.05,4.8
"174",1.13,"Ideal","H","I1",62.2,55,3745,6.69,6.65,4.15
"175",1.1,"Premium","F","I1",59.8,61,3745,6.7,6.65,3.99
"176",1.1,"Ideal","F","I1",61.8,56,3745,6.65,6.61,4.1
"177",1.52,"Fair","I","I1",67.7,58,3745,7.07,7,4.76
"178",1.13,"Premium","G","I1",61.2,58,3746,6.77,6.66,4.11
"179",1.14,"Ideal","F","I1",61.7,57,3755,6.67,6.7,4.13
"180",1.2,"Ideal","H","I1",58.6,57,3763,7.01,6.96,4.09
"181",1.51,"Fair","H","I1",65.6,61,3765,7.16,7,4.66
"182",1.02,"Premium","D","I1",61.4,60,3769,6.42,6.47,3.96
"183",1.29,"Very Good","F","I1",58.2,61,3774,7.11,7.15,4.15
"184",1.5,"Premium","D","I1",62.4,60,3780,7.37,7.19,4.54
"185",1.19,"Ideal","H","I1",60.3,57,3794,6.83,6.93,4.15
"186",1.21,"Very Good","E","I1",63.3,63,3795,6.72,6.67,4.24
"187",1.13,"Ideal","E","I1",62,55,3797,6.7,6.66,4.14
"188",1.18,"Very Good","D","I1",61.5,62,3816,6.73,6.88,4.19
"189",1.52,"Premium","G","I1",61.7,58,3820,7.43,7.34,4.56
"190",1.14,"Ideal","F","I1",61.7,57,3824,6.7,6.67,4.13
"191",1.23,"Very Good","H","I1",61.9,60.6,3835,6.79,6.85,4.22
"192",1.02,"Premium","D","I1",61.4,60,3838,6.47,6.42,3.96
"193",1.19,"Ideal","H","I1",60.3,57,3864,6.93,6.83,4.15
"194",1.5,"Good","F","I1",63.7,59,3864,7.29,7.18,4.62
"195",1.2,"Premium","E","I1",62.3,60,3871,6.78,6.71,4.2
"196",1.1,"Ideal","E","I1",61.9,56,3872,6.59,6.63,4.09
"197",1.12,"Ideal","G","I1",60.3,57,3874,6.73,6.8,4.08
"198",1.18,"Ideal","D","I1",61.5,62,3886,6.88,6.73,4.19
"199",1.18,"Very Good","E","I1",62.5,58,3894,6.62,6.75,4.18
"200",1.29,"Premium","E","I1",58.6,60,3901,7.18,7.12,4.19
"201",1.23,"Ideal","H","I1",61.9,61,3905,6.85,6.79,4.22
"202",1.39,"Very Good","I","I1",62.6,57,3914,7.1,7.15,4.46
"203",1.02,"Ideal","H","I1",62.1,56,3915,6.4,6.45,3.99
"204",1.12,"Premium","E","I1",61,59,3942,6.7,6.74,4.1
"205",1.1,"Ideal","E","I1",61.9,56,3942,6.63,6.59,4.09
"206",1.12,"Ideal","G","I1",60.3,57,3945,6.8,6.73,4.08
"207",1.14,"Premium","D","I1",61.8,59,3950,6.62,6.74,4.13
"208",1.18,"Very Good","E","I1",63.3,57,3965,6.7,6.64,4.22
"209",1.18,"Premium","E","I1",62.5,58,3965,6.75,6.62,4.18
"210",1.23,"Good","D","I1",63.7,58,3977,6.72,6.79,4.3
"211",1.17,"Premium","F","I1",62.2,58,3984,6.76,6.72,4.19
"212",1.39,"Premium","I","I1",62.6,57,3985,7.15,7.1,4.46
"213",1.02,"Ideal","H","I1",62.1,56,3987,6.45,6.4,3.99
"214",1.12,"Premium","E","I1",61,59,4014,6.74,6.7,4.1
"215",1.14,"Premium","D","I1",61.8,59,4022,6.74,6.62,4.13
"216",1.5,"Premium","H","I1",62.9,60,4022,7.31,7.22,4.57
"217",1.5,"Good","H","I1",64,56,4022,7.18,7.05,4.56
"218",1.23,"Ideal","H","I1",61.8,56,4025,6.85,6.91,4.25
"219",1.5,"Premium","E","I1",61.5,58,4032,7.38,7.2,4.5
"220",1.14,"Very Good","F","I1",61.3,55.8,4050,6.74,6.76,4.13
"221",1.23,"Good","D","I1",63.7,58,4050,6.79,6.72,4.3
"222",1.5,"Premium","F","I1",62.6,57,4096,7.33,7.21,4.55
"223",1.23,"Ideal","H","I1",61.8,56,4098,6.91,6.85,4.25
"224",1.14,"Ideal","F","I1",61.3,56,4124,6.76,6.74,4.13
"225",1.12,"Ideal","D","I1",60.6,55,4139,6.73,6.76,4.09
"226",1.32,"Fair","H","I1",65.8,55,4140,6.87,6.83,4.51
"227",1.5,"Premium","G","I1",60.4,55,4140,7.4,7.32,4.45
"228",1.5,"Good","G","I1",63.7,57,4140,7.28,7.21,4.62
"229",1.41,"Fair","H","I1",64.7,58,4145,7.05,7,4.55
"230",1.18,"Ideal","E","I1",61.6,56,4153,6.79,6.82,4.19
"231",1.51,"Fair","G","I1",65.6,54,4167,7.28,7.1,4.72
"232",1.21,"Good","E","I1",64,57,4201,6.73,6.67,4.29
"233",1.12,"Ideal","D","I1",60.6,55,4215,6.76,6.73,4.09
"234",1.18,"Ideal","E","I1",61.6,56,4229,6.82,6.79,4.19
"235",1.29,"Fair","G","I1",66,58,4277,6.82,6.75,4.48
"236",0.43,"Premium","H","I1",62,59,581,4.83,4.78,2.98
"237",1.5,"Fair","J","I1",68.8,57,4284,6.94,6.87,4.75
"238",1.45,"Fair","F","I1",64.8,67,4320,7.16,7,4.64
"239",1.27,"Good","F","I1",59.2,64,4324,7.06,6.99,4.16
"240",1.52,"Premium","G","I1",62.3,60,4345,7.34,7.28,4.56
"241",1.2,"Good","D","I1",63.6,60,4346,6.72,6.67,4.26
"242",1.5,"Fair","I","I1",71.3,58,4368,6.85,6.81,4.87
"243",1.21,"Ideal","F","I1",62,56,4377,6.84,6.8,4.23
"244",1.44,"Premium","I","I1",62.7,55,4387,7.21,7.18,4.51
"245",0.5,"Fair","F","I1",69.8,55,584,4.89,4.8,3.38
"246",1.51,"Premium","H","I1",60.9,56,4404,7.38,7.26,4.46
"247",1.28,"Ideal","G","I1",61.6,57,4428,6.93,6.96,4.28
"248",1.58,"Premium","I","I1",60.2,61,4459,7.55,7.51,4.53
"249",1.54,"Good","J","I1",61.7,60,4492,7.26,7.32,4.5
"250",1.36,"Premium","G","I1",62.1,57,4509,7.11,7.06,4.4
"251",1.28,"Ideal","G","I1",61.6,57,4509,6.96,6.93,4.28
"252",1.35,"Ideal","G","I1",62.5,57,4560,7.01,7.04,4.39
"253",1.51,"Very Good","J","I1",63.3,57,4600,7.31,7.23,4.6
"254",1.5,"Good","I","I1",62.6,63,4620,7.19,7.25,4.52
"255",1.35,"Ideal","G","I1",62.5,57,4643,7.04,7.01,4.39
"256",1.52,"Fair","H","I1",69.7,55,4648,6.92,6.89,4.81
"257",1.52,"Fair","H","I1",65.4,62,4648,7.1,7.02,4.62
"258",1.74,"Very Good","H","I1",63.2,55,4677,7.62,7.59,4.8
"259",1.33,"Fair","F","I1",62,56,4698,7.05,7.01,4.36
"260",1.5,"Fair","I","I1",66.1,57,4704,7.12,7.04,4.68
"261",1.5,"Fair","I","I1",69.7,56,4704,6.94,6.9,4.82
"262",0.34,"Ideal","D","I1",62.5,57,413,4.47,4.49,2.8
"263",0.34,"Ideal","D","I1",61.4,55,413,4.5,4.52,2.77
"264",1.64,"Fair","G","I1",64.5,60,4849,7.44,7.35,4.76
"265",1.47,"Fair","H","I1",66.7,59,4898,6.98,6.94,4.64
"266",1.5,"Fair","H","I1",65.7,58,4939,7.07,7.02,4.63
"267",1.5,"Fair","H","I1",66.6,54,4939,7.05,7.01,4.68
"268",1.55,"Good","G","I1",63.6,58,4965,7.34,7.29,4.65
"269",1.54,"Premium","H","I1",62,60,4980,7.32,7.4,4.56
"270",1.5,"Good","E","I1",62.4,64,4989,7.22,7.26,4.52
"271",1.32,"Premium","E","I1",62.2,58,5027,7.05,6.97,4.36
"272",1.5,"Fair","I","I1",65.1,59,5040,7.12,6.96,4.58
"273",1.95,"Premium","H","I1",60.3,59,5045,8.1,8.05,4.87
"274",2,"Premium","J","I1",61.5,59,5051,8.11,8.06,4.97
"275",1.29,"Ideal","D","I1",61.3,56,5065,6.99,7.05,4.3
"276",1.44,"Very Good","E","I1",61.1,62,5068,7.15,7.23,4.39
"277",1.54,"Premium","H","I1",62,60,5071,7.4,7.32,4.56
"278",1.51,"Fair","I","I1",65.7,61,5074,7.08,7.02,4.63
"279",1.83,"Fair","J","I1",70,58,5083,7.34,7.28,5.12
"280",1.5,"Very Good","J","I1",63.3,58,5141,7.27,7.23,4.59
"281",1.29,"Ideal","D","I1",61.3,56,5158,7.05,6.99,4.3
"282",1.44,"Premium","E","I1",61.1,62,5161,7.23,7.15,4.39
"283",1.57,"Ideal","H","I1",62.8,56,5170,7.42,7.36,4.64
"284",1.69,"Very Good","J","I1",60.2,61,5182,7.7,7.79,4.66
"285",2.06,"Premium","J","I1",61.2,58,5203,8.1,8.07,4.95
"286",1.72,"Fair","J","I1",68.5,59,5240,7.31,7.24,4.98
"287",1.69,"Premium","J","I1",60.2,61,5277,7.79,7.7,4.66
"288",1.5,"Fair","H","I1",68.9,56,5292,7,6.9,4.79
"289",1.5,"Good","F","I1",60.6,62,5313,7.22,7.24,4.38
"290",2.14,"Fair","J","I1",69.4,57,5405,7.74,7.7,5.36
"291",0.41,"Good","G","I1",63.8,56,600,4.74,4.7,3.01
"292",1.5,"Premium","F","I1",60.6,62,5410,7.24,7.22,4.38
"293",1.5,"Ideal","I","I1",61.8,57,5412,7.31,7.39,4.54
"294",2.15,"Fair","J","I1",65.5,57,5430,8.01,7.95,5.23
"295",1.5,"Fair","D","I1",64.7,62,5460,7.19,7.04,4.6
"296",1.5,"Ideal","I","I1",61.8,57,5510,7.39,7.31,4.54
"297",1.96,"Fair","F","I1",66.6,60,5554,7.59,7.56,5.04
"298",1.5,"Ideal","I","I1",61.3,57,5593,7.36,7.39,4.52
"299",1.51,"Good","E","I1",57.5,59,5601,7.56,7.51,4.33
"300",2.22,"Fair","J","I1",66.7,56,5607,8.04,8.02,5.36
"301",1.7,"Fair","D","I1",64.7,56,5617,7.46,7.37,4.8
"302",1.5,"Fair","H","I1",65.5,58,5645,7.02,6.96,4.58
"303",1.51,"Good","E","I1",63.6,60,5647,7.3,7.26,4.63
"304",2,"Fair","I","I1",66,60,5667,7.78,7.74,5.1
"305",1.85,"Very Good","H","I1",63.3,56,5688,7.8,7.75,4.92
"306",1.5,"Ideal","I","I1",61.3,57,5695,7.39,7.36,4.52
"307",2.01,"Fair","I","I1",67.4,58,5696,7.71,7.64,5.17
"308",2.01,"Fair","I","I1",55.9,64,5696,8.48,8.39,4.71
"309",2.27,"Fair","J","I1",67.6,55,5733,8.05,8,5.43
"310",1.51,"Fair","I","I1",65.1,57,5750,7.16,7.12,4.65
"311",1.68,"Good","E","I1",64.3,60,5765,7.44,7.48,4.8
"312",1.5,"Very Good","G","I1",60.3,61,5808,7.34,7.39,4.44
"313",1.81,"Fair","J","I1",68,57,5859,7.43,7.39,5.04
"314",1.68,"Good","E","I1",64.3,60,5871,7.48,7.44,4.8
"315",2,"Fair","H","I1",69.8,54,5914,7.6,7.56,5.29
"316",1.5,"Premium","G","I1",60.3,61,5914,7.39,7.34,4.44
"317",1.55,"Very Good","E","I1",61.6,58,5974,7.42,7.52,4.6
"318",1.51,"Good","D","I1",57,64,5979,7.48,7.53,4.28
"319",1.44,"Good","G","I1",63.2,54.8,5987,7.18,7.21,4.54
"320",1.82,"Fair","H","I1",67.3,58,5993,7.5,7.47,5.04
"321",1.7,"Very Good","F","I1",63.1,56,5998,7.62,7.51,4.78
"322",2.03,"Fair","H","I1",64.4,59,6002,7.91,7.85,5.07
"323",2.03,"Fair","H","I1",66.6,57,6002,7.81,7.75,5.19
"324",1.66,"Good","F","I1",62.1,57.7,6025,7.56,7.6,4.71
"325",1.5,"Very Good","F","I1",63.2,57,6028,7.29,7.24,4.59
"326",1.51,"Premium","H","I1",61.9,58,6038,7.39,7.34,4.56
"327",1.49,"Very Good","F","I1",62.6,53.6,6064,7.28,7.31,4.57
"328",1.51,"Good","D","I1",57,64,6088,7.53,7.48,4.28
"329",2.06,"Good","H","I1",64.3,58,6091,8.03,7.99,5.15
"330",1.44,"Ideal","G","I1",63.2,55,6096,7.21,7.18,4.54
"331",1.66,"Ideal","F","I1",62.1,58,6135,7.6,7.56,4.71
"332",1.51,"Very Good","E","I1",62,58,6139,7.31,7.37,4.55
"333",1.96,"Fair","I","I1",66.8,55,6147,7.62,7.6,5.08
"334",2.08,"Premium","H","I1",61.7,57,6150,8.23,8.18,5.06
"335",1.49,"Ideal","F","I1",62.6,54,6175,7.31,7.28,4.57
"336",1.53,"Premium","G","I1",62.8,58,6183,7.39,7.28,4.61
"337",1.54,"Ideal","G","I1",61.6,55,6186,7.4,7.43,4.57
"338",1.54,"Good","E","I1",63.3,60,6261,7.26,7.3,4.61
"339",2.49,"Fair","J","I1",66.3,58,6289,8.26,8.18,5.45
"340",1.54,"Ideal","G","I1",61.6,55,6299,7.43,7.4,4.57
"341",1.5,"Premium","D","I1",61.7,62,6300,7.28,7.24,4.48
"342",1.34,"Ideal","D","I1",61.7,55,6303,7.12,7.08,4.38
"343",1.83,"Premium","G","I1",62,58,6313,7.84,7.8,4.85
"344",2.01,"Fair","G","I1",70.2,57,6315,7.53,7.5,5.27
"345",1.69,"Premium","I","I1",62.4,60,6320,7.56,7.59,4.73
"346",2.14,"Fair","H","I1",66.4,56,6328,8,7.92,5.29
"347",2,"Premium","H","I1",59.7,62,6344,8.19,8.02,4.85
"348",2.02,"Fair","G","I1",68,55,6346,7.77,7.72,5.27
"349",2.02,"Fair","G","I1",65.6,57,6346,7.87,7.8,5.15
"350",2.15,"Premium","H","I1",62.9,57,6357,8.25,8.2,5.18
"351",1.53,"Good","H","I1",62.3,55.6,6361,7.34,7.38,4.59
"352",2.03,"Fair","G","I1",66.3,56,6377,7.81,7.75,5.16
"353",2.03,"Premium","G","I1",61.1,58,6377,8.11,8.06,4.94
"354",1.7,"Ideal","H","I1",61.3,55,6397,7.7,7.63,4.7
"355",1.49,"Fair","H","I1",66.9,61,6425,6.93,6.89,4.62
"356",1.69,"Premium","I","I1",62.4,60,6436,7.59,7.56,4.73
"357",1.7,"Good","I","I1",63.6,58,6474,7.52,7.48,4.77
"358",1.53,"Ideal","H","I1",62.3,56,6477,7.38,7.34,4.59
"359",1.51,"Premium","E","I1",59,62,6494,7.41,7.36,4.36
"360",2.07,"Fair","G","I1",67.7,56,6503,7.76,7.73,5.25
"361",3,"Very Good","H","I1",63.1,55,6512,9.23,9.1,5.77
"362",2,"Good","J","I1",63.6,62,6521,7.97,7.8,5.02
"363",2,"Fair","F","I1",66.1,57,6532,7.84,7.7,5.14
"364",2.21,"Premium","H","I1",62.2,58,6535,8.31,8.27,5.16
"365",2.22,"Fair","H","I1",70.1,55,6564,7.77,7.74,5.44
"366",2.01,"Very Good","H","I1",58.1,63,6592,8.3,8.19,4.79
"367",2.1,"Fair","G","I1",67.4,59,6597,7.82,7.76,5.24
"368",2.1,"Fair","G","I1",64.6,58,6597,8.05,8.01,5.19
